millis,time,data,min,max
836516,34.942,1737,,
836524,34.95,1742,,
836535,34.961,1743,,
836546,34.972,1736,,
836554,34.98,1733,,
836565,34.991,1733,,
836576,35.002,1729,,
836584,35.01,1728,,
836594,35.02,1730,,
836605,35.031,1727,,
836616,35.042,1721,,
836624,35.05,1720,,
836635,35.061,1729,,
836646,35.072,1733,,
836654,35.08,1732,,
836665,35.091,1731,,
836676,35.102,1730,,
836684,35.11,1728,,
836695,35.121,1728,,
836706,35.132,1736,,
836714,35.14,1737,,
836725,35.151,1731,,
836736,35.162,1729,,
836744,35.17,1732,,
836755,35.181,1732,,
836766,35.192,1732,,
836774,35.2,1731,,
836785,35.211,1731,,
836796,35.222,1728,,
836804,35.23,1728,,
836815,35.241,1730,,
836826,35.252,1727,,
836834,35.26,1727,,
836845,35.271,1729,,
836856,35.282,1726,,
836864,35.29,1726,,
836875,35.301,1728,,
836886,35.312,1727,,
836894,35.32,1726,,
836905,35.331,1726,,
836916,35.342,1726,,
836924,35.35,1721,,
836935,35.361,1722,,
836946,35.372,1726,,
836956,35.382,1725,,
836964,35.39,1735,,
836975,35.401,1736,,
836986,35.412,1728,,
836994,35.42,1728,,
837005,35.431,1726,,
837016,35.442,1727,,
837024,35.45,1726,,
837035,35.461,1725,,
837046,35.472,1728,,
837054,35.48,1725,,
837065,35.491,1722,,
837076,35.502,1724,,
837084,35.51,1723,,
837095,35.521,1724,,
837106,35.532,1725,,
837114,35.54,1721,,
837125,35.551,1722,,
837136,35.562,1718,,
837144,35.57,1716,,
837155,35.581,1722,,
837166,35.592,1725,,
837174,35.6,1729,,
837185,35.611,1729,,
837196,35.622,1723,,
837204,35.63,1720,,
837215,35.641,1722,,
837226,35.652,1722,,
837234,35.66,1723,,
837245,35.671,1727,,
837256,35.682,1726,,
837264,35.69,1726,,
837275,35.701,1728,,
837286,35.712,1730,,
837294,35.72,1729,,
837305,35.731,1728,,
837316,35.742,1726,,
837324,35.75,1730,,
837335,35.761,1733,,
837346,35.772,1728,,
837354,35.78,1729,,
837365,35.791,1731,,
837376,35.802,1729,,
837384,35.81,1732,,
837395,35.821,1734,,
837406,35.832,1730,,
837414,35.84,1730,,
837425,35.851,1731,,
837436,35.862,1726,,
837444,35.87,1721,,
837455,35.881,1728,,
837466,35.892,1733,,
837474,35.9,1733,,
837485,35.911,1734,,
837496,35.922,1736,,
837504,35.93,1733,,
837515,35.941,1729,,
837526,35.952,1725,,
837534,35.96,1720,,
837545,35.971,1718,,
837556,35.982,1707,,
837566,35.992,1703,,
837574,36,1689,,
837585,36.011,1661,,
837596,36.022,1628,,
837604,36.03,1610,,
837615,36.041,1575,,
837626,36.052,1540,,
837634,36.06,1522,,
837645,36.071,1483,,
837656,36.082,1438,,
837666,36.092,1415,,
837674,36.1,1413,,
837685,36.111,1390,,
837696,36.122,1364,,
837704,36.13,1354,,
837715,36.141,1350,,
837726,36.152,1356,,
837734,36.16,1357,,
837745,36.171,1361,,
837756,36.182,1366,,
837764,36.19,1364,,
837775,36.201,1364,,
837786,36.212,1365,,
837794,36.22,1371,,
837805,36.231,1383,,
837816,36.242,1390,,
837824,36.25,1398,,
837835,36.261,1400,,
837846,36.272,1395,,
837854,36.28,1389,,
837865,36.291,1371,,
837876,36.302,1356,,
837884,36.31,1351,,
837895,36.321,1349,,
837906,36.332,1348,,
837914,36.34,1353,,
837925,36.351,1361,,
837936,36.362,1365,,
837944,36.37,1368,,
837955,36.381,1374,,
837966,36.392,1377,,
837974,36.4,1382,,
837985,36.411,1390,,
837996,36.422,1390,,
838006,36.432,1393,,
838014,36.44,1400,,
838025,36.451,1403,,
838035,36.461,1401,,
838046,36.472,1401,,
838054,36.48,1407,,
838065,36.491,1417,,
838076,36.502,1419,,
838084,36.51,1424,,
838094,36.52,1427,,
838105,36.531,1423,,
838116,36.542,1423,,
838124,36.55,1426,,
838135,36.561,1428,,
838146,36.572,1434,,
838154,36.58,1437,,
838165,36.591,1435,,
838176,36.602,1430,,
838184,36.61,1431,,
838195,36.621,1436,,
838206,36.632,1439,,
838214,36.64,1445,,
838225,36.651,1445,,
838236,36.662,1446,,
838244,36.67,1444,,
838255,36.681,1439,,
838265,36.691,1436,,
838276,36.702,1434,,
838284,36.71,1438,,
838295,36.721,1447,,
838306,36.732,1442,,
838314,36.74,1441,,
838325,36.751,1449,,
838336,36.762,1452,,
838344,36.77,1457,,
838355,36.781,1457,,
838366,36.792,1457,,
838374,36.8,1457,,
838385,36.811,1456,,
838396,36.822,1453,,
838404,36.83,1454,,
838415,36.841,1457,,
838426,36.852,1457,,
838434,36.86,1453,,
838445,36.871,1457,,
838456,36.882,1464,,
838464,36.89,1463,,
838475,36.901,1462,,
838486,36.912,1466,,
838494,36.92,1470,,
838505,36.931,1469,,
838516,36.942,1470,,
838524,36.95,1465,,
838535,36.961,1461,,
838546,36.972,1465,,
838554,36.98,1466,,
838565,36.991,1468,,
838576,37.002,1470,,
838584,37.01,1474,,
838595,37.021,1474,,
838606,37.032,1474,,
838614,37.04,1470,,
838625,37.051,1470,,
838636,37.062,1472,,
838644,37.07,1470,,
838655,37.081,1471,,
838666,37.092,1476,,
838674,37.1,1477,,
838685,37.111,1475,,
838696,37.122,1469,,
838704,37.13,1468,,
838715,37.141,1473,,
838726,37.152,1480,,
838734,37.16,1479,,
838745,37.171,1476,,
838756,37.182,1477,,
838764,37.19,1476,,
838775,37.201,1478,,
838786,37.212,1487,,
838794,37.22,1487,,
838805,37.231,1482,,
838816,37.242,1481,,
838824,37.25,1483,,
838835,37.261,1484,,
838846,37.272,1485,,
838854,37.28,1484,,
838865,37.291,1483,,
838876,37.302,1481,,
838884,37.31,1483,,
838895,37.321,1486,,
838906,37.332,1484,,
838914,37.34,1479,,
838925,37.351,1480,,
838936,37.362,1484,,
838944,37.37,1487,,
838955,37.381,1491,,
838966,37.392,1488,,
838974,37.4,1487,,
838985,37.411,1488,,
838996,37.422,1490,,
839004,37.43,1495,,
839015,37.441,1493,,
839026,37.452,1489,,
839034,37.46,1488,,
839045,37.471,1489,,
839056,37.482,1493,,
839064,37.49,1494,,
839074,37.5,1491,,
839085,37.511,1498,,
839096,37.522,1497,,
839104,37.53,1490,,
839115,37.541,1491,,
839126,37.552,1489,,
839134,37.56,1486,,
839145,37.571,1493,,
839156,37.582,1496,,
839164,37.59,1496,,
839175,37.601,1495,,
839186,37.612,1499,,
839194,37.62,1501,,
839205,37.631,1497,,
839216,37.642,1490,,
839224,37.65,1487,,
839235,37.661,1493,,
839246,37.672,1497,,
839254,37.68,1503,,
839265,37.691,1503,,
839276,37.702,1496,,
839284,37.71,1494,,
839295,37.721,1496,,
839306,37.732,1497,,
839314,37.74,1498,,
839325,37.751,1500,,
839336,37.762,1499,,
839344,37.77,1501,,
839355,37.781,1503,,
839366,37.792,1502,,
839374,37.8,1502,,
839385,37.811,1500,,
839396,37.822,1498,,
839404,37.83,1501,,
839415,37.841,1505,,
839426,37.852,1507,,
839434,37.86,1502,,
839445,37.871,1498,,
839456,37.882,1503,,
839464,37.89,1503,,
839475,37.901,1505,,
839486,37.912,1504,,
839494,37.92,1505,,
839505,37.931,1505,,
839516,37.942,1500,,
839524,37.95,1497,,
839535,37.961,1503,,
839546,37.972,1506,,
839554,37.98,1506,,
839565,37.991,1507,,
839575,38.001,1512,,
839586,38.012,1512,,
839594,38.02,1510,,
839605,38.031,1507,,
839616,38.042,1507,,
839624,38.05,1507,,
839635,38.061,1506,,
839646,38.072,1511,,
839654,38.08,1508,,
839665,38.091,1507,,
839676,38.102,1510,,
839684,38.11,1510,,
839695,38.121,1510,,
839706,38.132,1512,,
839714,38.14,1513,,
839725,38.151,1511,,
839736,38.162,1505,,
839744,38.17,1502,,
839755,38.181,1507,,
839766,38.192,1512,,
839774,38.2,1511,,
839785,38.211,1511,,
839796,38.222,1512,,
839804,38.23,1510,,
839815,38.241,1510,,
839826,38.252,1510,,
839834,38.26,1510,,
839844,38.27,1514,,
839855,38.281,1513,,
839866,38.292,1511,,
839874,38.3,1510,,
839885,38.311,1510,,
839896,38.322,1513,,
839904,38.33,1516,,
839915,38.341,1517,,
839926,38.352,1513,,
839934,38.36,1514,,
839945,38.371,1517,,
839956,38.382,1513,,
839964,38.39,1512,,
839975,38.401,1515,,
839986,38.412,1515,,
839994,38.42,1515,,
840005,38.431,1516,,
840016,38.442,1517,,
840024,38.45,1517,,
840035,38.461,1516,,
840046,38.472,1514,,
840054,38.48,1517,,
840065,38.491,1519,,
840076,38.502,1522,,
840084,38.51,1517,,
840095,38.521,1512,,
840106,38.532,1516,,
840114,38.54,1517,,
840125,38.551,1519,,
840136,38.562,1519,,
840144,38.57,1523,,
840155,38.581,1523,,
840166,38.592,1520,,
840174,38.6,1518,,
840185,38.611,1517,,
840196,38.622,1519,,
840204,38.63,1518,,
840215,38.641,1519,,
840226,38.652,1524,,
840236,38.662,1526,,
840244,38.67,1519,,
840255,38.681,1517,,
840266,38.692,1521,,
840274,38.7,1520,,
840284,38.71,1520,,
840295,38.721,1529,,
840306,38.732,1531,,
840314,38.74,1525,,
840325,38.751,1523,,
840336,38.762,1521,,
840346,38.772,1511,,
840354,38.78,1516,,
840365,38.791,1521,,
840376,38.802,1520,,
840384,38.81,1521,,
840395,38.821,1521,,
840406,38.832,1522,,
840414,38.84,1521,,
840425,38.851,1522,,
840436,38.862,1522,,
840444,38.87,1524,,
840455,38.881,1526,,
840466,38.892,1521,,
840474,38.9,1515,,
840485,38.911,1518,,
840496,38.922,1522,,
840504,38.93,1522,,
840515,38.941,1524,,
840526,38.952,1524,,
840534,38.96,1527,,
840545,38.971,1527,,
840556,38.982,1519,,
840564,38.99,1515,,
840575,39.001,1521,,
840586,39.012,1523,,
840594,39.02,1522,,
840605,39.031,1522,,
840616,39.042,1527,,
840624,39.05,1529,,
840635,39.061,1526,,
840646,39.072,1526,,
840654,39.08,1524,,
840665,39.091,1523,,
840676,39.102,1526,,
840684,39.11,1530,,
840695,39.121,1530,,
840706,39.132,1525,,
840714,39.14,1526,,
840725,39.151,1527,,
840735,39.161,1519,,
840746,39.172,1514,,
840754,39.18,1519,,
840765,39.191,1529,,
840776,39.202,1529,,
840786,39.212,1534,,
840794,39.22,1535,,
840805,39.231,1530,,
840816,39.242,1527,,
840824,39.25,1524,,
840835,39.261,1524,,
840846,39.272,1526,,
840854,39.28,1527,,
840865,39.291,1529,,
840876,39.302,1532,,
840884,39.31,1532,,
840895,39.321,1528,,
840906,39.332,1523,,
840914,39.34,1520,,
840925,39.351,1526,,
840936,39.362,1529,,
840944,39.37,1533,,
840955,39.381,1533,,
840966,39.392,1533,,
840974,39.4,1533,,
840984,39.41,1532,,
840995,39.421,1530,,
841006,39.432,1532,,
841014,39.44,1533,,
841025,39.451,1531,,
841036,39.462,1524,,
841044,39.47,1527,,
841055,39.481,1534,,
841066,39.492,1531,,
841074,39.5,1536,,
841085,39.511,1536,,
841096,39.522,1529,,
841104,39.53,1529,,
841115,39.541,1531,,
841126,39.552,1527,,
841134,39.56,1528,,
841145,39.571,1531,,
841156,39.582,1530,,
841164,39.59,1531,,
841175,39.601,1531,,
841186,39.612,1532,,
841194,39.62,1532,,
841205,39.631,1529,,
841216,39.642,1533,,
841224,39.65,1536,,
841235,39.661,1535,,
841246,39.672,1537,,
841254,39.68,1531,,
841265,39.691,1529,,
841276,39.702,1531,,
841284,39.71,1530,,
841295,39.721,1533,,
841306,39.732,1533,,
841314,39.74,1534,,
841325,39.751,1533,,
841336,39.762,1533,,
841344,39.77,1530,,
841355,39.781,1531,,
841366,39.792,1533,,
841374,39.8,1532,,
841385,39.811,1533,,
841396,39.822,1534,,
841404,39.83,1536,,
841415,39.841,1536,,
841426,39.852,1528,,
841434,39.86,1525,,
841445,39.871,1531,,
841456,39.882,1534,,
841464,39.89,1540,,
841475,39.901,1540,,
841486,39.912,1534,,
841494,39.92,1532,,
841504,39.93,1533,,
841515,39.941,1537,,
841526,39.952,1540,,
841534,39.96,1540,,
841545,39.971,1537,,
841556,39.982,1535,,
841564,39.99,1532,,
841575,40.001,1531,,
841586,40.012,1536,,
841594,40.02,1541,,
841605,40.031,1540,,
841616,40.042,1535,,
841624,40.05,1533,,
841635,40.061,1535,,
841646,40.072,1534,,
841654,40.08,1533,,
841665,40.091,1536,,
841676,40.102,1536,,
841684,40.11,1535,,
841695,40.121,1536,,
841706,40.132,1533,,
841714,40.14,1532,,
841725,40.151,1535,,
841736,40.162,1534,,
841744,40.17,1537,,
841755,40.181,1540,,
841766,40.192,1535,,
841774,40.2,1536,,
841785,40.211,1537,,
841796,40.222,1535,,
841804,40.23,1535,,
841815,40.241,1538,,
841826,40.252,1537,,
841836,40.262,1537,,
841844,40.27,1539,,
841855,40.281,1540,,
841866,40.292,1535,,
841874,40.3,1538,,
841885,40.311,1540,,
841896,40.322,1542,,
841904,40.33,1543,,
841915,40.341,1539,,
841926,40.352,1538,,
841934,40.36,1538,,
841945,40.371,1538,,
841956,40.382,1537,,
841964,40.39,1538,,
841975,40.401,1539,,
841986,40.412,1540,,
841994,40.42,1543,,
842005,40.431,1542,,
842016,40.442,1538,,
842024,40.45,1538,,
842035,40.461,1540,,
842046,40.472,1542,,
842056,40.482,1546,,
842064,40.49,1540,,
842075,40.501,1537,,
842085,40.511,1540,,
842096,40.522,1538,,
842104,40.53,1536,,
842115,40.541,1538,,
842126,40.552,1542,,
842134,40.56,1545,,
842145,40.571,1543,,
842156,40.582,1545,,
842164,40.59,1540,,
842175,40.601,1535,,
842186,40.612,1538,,
842194,40.62,1538,,
842205,40.631,1540,,
842216,40.642,1540,,
842224,40.65,1540,,
842235,40.661,1540,,
842246,40.672,1534,,
842254,40.68,1530,,
842265,40.691,1534,,
842276,40.702,1538,,
842284,40.71,1537,,
842294,40.72,1538,,
842305,40.731,1539,,
842316,40.742,1536,,
842324,40.75,1534,,
842335,40.761,1536,,
842346,40.772,1536,,
842354,40.78,1539,,
842365,40.791,1538,,
842376,40.802,1537,,
842384,40.81,1533,,
842395,40.821,1531,,
842405,40.831,1531,,
842416,40.842,1529,,
842424,40.85,1526,,
842435,40.861,1527,,
842446,40.872,1530,,
842454,40.88,1531,,
842465,40.891,1533,,
842476,40.902,1531,,
842484,40.91,1529,,
842495,40.921,1530,,
842506,40.932,1533,,
842514,40.94,1529,,
842525,40.951,1527,,
842536,40.962,1528,,
842544,40.97,1527,,
842555,40.981,1527,,
842566,40.992,1531,,
842574,41,1531,,
842585,41.011,1529,,
842596,41.022,1522,,
842604,41.03,1519,,
842615,41.041,1524,,
842626,41.052,1526,,
842634,41.06,1531,,
842645,41.071,1530,,
842656,41.082,1524,,
842664,41.09,1523,,
842675,41.101,1524,,
842686,41.112,1521,,
842694,41.12,1521,,
842705,41.131,1524,,
842716,41.142,1523,,
842724,41.15,1524,,
842735,41.161,1524,,
842746,41.172,1524,,
842754,41.18,1522,,
842764,41.19,1521,,
842775,41.201,1525,,
842786,41.212,1522,,
842794,41.22,1515,,
842805,41.231,1516,,
842816,41.242,1513,,
842824,41.25,1513,,
842835,41.261,1515,,
842846,41.272,1512,,
842854,41.28,1513,,
842865,41.291,1512,,
842876,41.302,1505,,
842884,41.31,1504,,
842895,41.321,1505,,
842906,41.332,1499,,
842914,41.34,1500,,
842925,41.351,1501,,
842936,41.362,1499,,
842944,41.37,1492,,
842955,41.381,1486,,
842966,41.392,1490,,
842974,41.4,1489,,
842985,41.411,1487,,
842995,41.421,1485,,
843006,41.432,1480,,
843014,41.44,1478,,
843025,41.451,1480,,
843036,41.462,1482,,
843044,41.47,1482,,
843055,41.481,1478,,
843066,41.492,1475,,
843074,41.5,1470,,
843085,41.511,1471,,
843096,41.522,1475,,
843104,41.53,1476,,
843115,41.541,1475,,
843126,41.552,1472,,
843134,41.56,1477,,
843145,41.571,1478,,
843156,41.582,1467,,
843164,41.59,1463,,
843175,41.601,1467,,
843185,41.611,1468,,
843196,41.622,1466,,
843204,41.63,1467,,
843215,41.641,1468,,
843226,41.652,1465,,
843234,41.66,1465,,
843245,41.671,1464,,
843256,41.682,1463,,
843264,41.69,1462,,
843274,41.7,1461,,
843285,41.711,1470,,
843296,41.722,1473,,
843304,41.73,1468,,
843315,41.741,1465,,
843326,41.752,1467,,
843334,41.76,1468,,
843345,41.771,1462,,
843356,41.782,1456,,
843364,41.79,1455,,
843375,41.801,1456,,
843386,41.812,1455,,
843394,41.82,1458,,
843405,41.831,1455,,
843416,41.842,1444,,
843424,41.85,1441,,
843435,41.861,1445,,
843446,41.872,1446,,
843454,41.88,1446,,
843465,41.891,1444,,
843476,41.902,1444,,
843484,41.91,1445,,
843495,41.921,1443,,
843506,41.932,1432,,
843514,41.94,1433,,
843525,41.951,1436,,
843536,41.962,1433,,
843544,41.97,1437,,
843555,41.981,1435,,
843566,41.992,1428,,
843574,42,1424,,
843585,42.011,1423,,
843596,42.022,1419,,
843604,42.03,1418,,
843615,42.041,1418,,
843626,42.052,1416,,
843634,42.06,1408,,
843645,42.071,1405,,
843656,42.082,1401,,
843664,42.09,1398,,
843675,42.101,1397,,
843686,42.112,1394,,
843694,42.12,1395,,
843705,42.131,1396,,
843716,42.142,1396,,
843724,42.15,1396,,
843735,42.161,1393,,
843746,42.172,1392,,
843754,42.18,1393,,
843765,42.191,1397,,
843776,42.202,1396,,
843784,42.21,1396,,
843795,42.221,1397,,
843806,42.232,1400,,
843814,42.24,1397,,
843825,42.251,1395,,
843836,42.262,1399,,
843844,42.27,1400,,
843855,42.281,1401,,
843866,42.292,1405,,
843874,42.3,1407,,
843885,42.311,1405,,
843896,42.322,1408,,
843904,42.33,1410,,
843915,42.341,1409,,
843926,42.352,1408,,
843934,42.36,1412,,
843945,42.371,1411,,
843956,42.382,1407,,
843964,42.39,1403,,
843975,42.401,1396,,
843986,42.412,1391,,
843994,42.42,1389,,
844005,42.431,1391,,
844016,42.442,1387,,
844024,42.45,1386,,
844035,42.461,1383,,
844046,42.472,1380,,
844054,42.48,1377,,
844065,42.491,1373,,
844076,42.502,1370,,
844084,42.51,1373,,
844095,42.521,1376,,
844106,42.532,1376,,
844114,42.54,1372,,
844125,42.551,1364,,
844136,42.562,1365,,
844144,42.57,1365,,
844155,42.581,1367,,
844166,42.592,1368,,
844174,42.6,1370,,
844185,42.611,1371,,
844196,42.622,1376,,
844204,42.63,1375,,
844215,42.641,1374,,
844226,42.652,1380,,
844234,42.66,1380,,
844245,42.671,1382,,
844256,42.682,1385,,
844264,42.69,1385,,
844275,42.701,1380,,
844286,42.712,1378,,
844294,42.72,1376,,
844305,42.731,1375,,
844316,42.742,1377,,
844324,42.75,1382,,
844335,42.761,1383,,
844346,42.772,1380,,
844354,42.78,1380,,
844365,42.791,1385,,
844376,42.802,1384,,
844384,42.81,1386,,
844395,42.821,1392,,
844406,42.832,1393,,
844414,42.84,1396,,
844425,42.851,1398,,
844436,42.862,1398,,
844444,42.87,1397,,
844455,42.881,1398,,
844466,42.892,1398,,
844474,42.9,1403,,
844485,42.911,1408,,
844496,42.922,1411,,
844504,42.93,1407,,
844515,42.941,1404,,
844526,42.952,1409,,
844534,42.96,1413,,
844545,42.971,1415,,
844556,42.982,1415,,
844564,42.99,1414,,
844575,43.001,1415,,
844586,43.012,1419,,
844594,43.02,1416,,
844605,43.031,1417,,
844616,43.042,1421,,
844624,43.05,1420,,
844635,43.061,1421,,
844646,43.072,1426,,
844654,43.08,1428,,
844665,43.091,1424,,
844676,43.102,1417,,
844684,43.11,1414,,
844695,43.121,1420,,
844706,43.132,1421,,
844714,43.14,1426,,
844725,43.151,1425,,
844736,43.162,1418,,
844744,43.17,1416,,
844755,43.181,1417,,
844766,43.192,1420,,
844774,43.2,1417,,
844785,43.211,1408,,
844796,43.222,1403,,
844804,43.23,1402,,
844815,43.241,1396,,
844826,43.252,1392,,
844834,43.26,1391,,
844845,43.271,1391,,
844856,43.282,1391,,
844864,43.29,1395,,
844875,43.301,1398,,
844886,43.312,1401,,
844894,43.32,1405,,
844905,43.331,1402,,
844916,43.342,1399,,
844924,43.35,1399,,
844935,43.361,1402,,
844946,43.372,1404,,
844954,43.38,1410,,
844965,43.391,1410,,
844976,43.402,1409,,
844984,43.41,1407,,
844995,43.421,1405,,
845006,43.432,1408,,
845014,43.44,1408,,
845025,43.451,1411,,
845036,43.462,1416,,
845044,43.47,1417,,
845055,43.481,1416,,
845066,43.492,1413,,
845074,43.5,1415,,
845085,43.511,1420,,
845096,43.522,1420,,
845104,43.53,1427,,
845115,43.541,1428,,
845126,43.552,1430,,
845134,43.56,1428,,
845145,43.571,1423,,
845156,43.582,1421,,
845164,43.59,1422,,
845174,43.6,1426,,
845185,43.611,1425,,
845195,43.621,1428,,
845206,43.632,1433,,
845214,43.64,1437,,
845224,43.65,1433,,
845235,43.661,1438,,
845246,43.672,1437,,
845254,43.68,1434,,
845265,43.691,1439,,
845276,43.702,1435,,
845284,43.71,1430,,
845294,43.72,1431,,
845305,43.731,1441,,
845316,43.742,1443,,
845326,43.752,1445,,
845334,43.76,1448,,
845345,43.771,1447,,
845356,43.782,1445,,
845364,43.79,1450,,
845375,43.801,1450,,
845386,43.812,1446,,
845394,43.82,1445,,
845405,43.831,1447,,
845416,43.842,1443,,
845424,43.85,1444,,
845435,43.861,1447,,
845446,43.872,1450,,
845454,43.88,1452,,
845465,43.891,1452,,
845476,43.902,1447,,
845484,43.91,1447,,
845495,43.921,1450,,
845506,43.932,1449,,
845514,43.94,1452,,
845525,43.951,1453,,
845536,43.962,1453,,
845544,43.97,1447,,
845554,43.98,1443,,
845565,43.991,1453,,
845576,44.002,1453,,
845584,44.01,1453,,
845595,44.021,1453,,
845606,44.032,1451,,
845614,44.04,1450,,
845625,44.051,1451,,
845636,44.062,1454,,
845644,44.07,1458,,
845655,44.081,1455,,
845666,44.092,1456,,
845674,44.1,1451,,
845685,44.111,1448,,
845696,44.122,1452,,
845704,44.13,1453,,
845715,44.141,1454,,
845726,44.152,1453,,
845734,44.16,1453,,
845745,44.171,1453,,
845756,44.182,1455,,
845764,44.19,1453,,
845775,44.201,1450,,
845786,44.212,1452,,
845794,44.22,1456,,
845805,44.231,1458,,
845816,44.242,1459,,
845824,44.25,1462,,
845835,44.261,1459,,
845846,44.272,1460,,
845854,44.28,1458,,
845865,44.291,1459,,
845876,44.302,1463,,
